49,11285.04
99,11192.72
149,10820.1
199,11302.38
249,12381.96
299,11064.88
349,11717.2
399,10638.46
449,11926.94
499,10944.34
549,10632.66
599,10734.9
649,11343.96
699,11910.96
749,11045.54
799,11394.22
849,10541.7
899,12228.0
949,9265.32
999,11317.96
1049,11116.98
1099,10904.58
1149,12324.2
1199,12210.56
1249,11257.3
1299,11718.68
1349,10698.64
1399,10761.68
1449,10246.16
1499,12415.1
1549,11762.44
1599,12690.36
1649,11290.32
1699,11842.54
1749,11456.08
1799,10308.24
1849,10966.0
1899,11073.06
1949,12078.38
1999,11012.58
2049,10843.8
2099,12209.48
2149,11488.3
2199,11867.4
2249,10270.18
2299,11915.56
2349,11759.14
2399,9878.54
2449,9510.46
2499,11483.44
2549,10481.78
2599,9820.04
2649,10805.82
2699,10250.38
2749,10804.84
2799,11436.02
2849,11047.36
2899,11091.06
2949,12324.72
2999,10105.54
3049,10558.36
3099,10693.62
3149,10714.68
3199,11702.44
3249,11613.1
3299,10047.54
3349,11375.42
3399,10860.5
3449,10797.36
3499,9366.74
3549,10288.0
3599,10540.18
3649,11149.68
3699,9812.96
3749,10199.98
3799,11365.48
3849,11148.22
3899,10473.88
3949,11276.68
3999,11589.48
4049,10480.78
4099,11093.98
4149,11311.88
4199,9819.84
4249,11855.38
4299,11396.36
4349,10241.28
4399,11466.28
4449,11212.1
4499,11426.48
4549,10495.14
4599,10117.76
4649,10696.64
4699,10590.16
4749,11295.56
4799,11320.46
4849,12004.1
4899,10850.84
4949,11157.18
4999,11171.92
