# 2025-04-06 21:05:22.975590
# Qlearning:episodes 5000, max_steps: 10000, alpha: 0.7, epsilon: 1.3043787909937163e-12, gamma: 0.950,-67.95200000000003
50,14.463000000000028
100,22.871000000000027
150,12.199000000000026
200,32.7110000000001
250,6.465999999999959
300,28.115000000000087
350,17.008000000000028
400,-3.4820000000001246
450,36.95700000000009
500,1.8920000000000743
550,6.468000000000003
600,22.766000000000073
650,33.094000000000094
700,5.973999999999912
750,33.48000000000007
800,38.04900000000007
850,30.21800000000007
900,39.66800000000008
950,33.09900000000009
1000,33.73700000000007
1050,28.384000000000093
1100,35.72700000000007
1150,32.121000000000095
1200,36.350000000000094
1250,14.033000000000033
1300,35.813000000000066
1350,33.45500000000007
1400,27.77900000000005
1450,32.8730000000001
1500,29.9250000000001
1550,34.85500000000009
1600,34.66700000000005
1650,41.79900000000008
1700,37.802000000000085
1750,31.509000000000057
1800,41.62900000000007
1850,38.25000000000006
1900,38.51800000000007
1950,36.78700000000009
2000,38.68100000000008
2050,37.372000000000085
2100,39.88700000000008
2150,37.234000000000094
2200,37.51800000000007
2250,39.626000000000076
2300,36.68600000000007
2350,35.197000000000074
2400,38.719000000000094
2450,17.84900000000005
2500,39.50200000000006
2550,39.22900000000007
2600,34.94500000000007
2650,35.52800000000008
2700,35.661000000000065
2750,36.29500000000008
2800,42.875000000000064
2850,39.516000000000076
2900,36.843000000000075
2950,37.271000000000065
3000,37.15100000000007
3050,32.887000000000086
3100,34.65100000000009
3150,32.024000000000086
3200,31.540000000000095
3250,33.28400000000007
3300,34.823000000000064
3350,31.43500000000007
3400,28.402000000000065
3450,31.043000000000088
3500,31.87900000000009
3550,32.87600000000009
3600,34.99700000000008
3650,31.382000000000065
3700,33.775000000000084
3750,34.066000000000074
3800,28.818000000000087
3850,31.638000000000087
3900,36.005000000000074
3950,37.39200000000008
4000,37.22500000000008
4050,38.38600000000008
4100,35.79500000000007
4150,38.35200000000007
4200,35.37700000000005
4250,31.599000000000064
4300,31.858000000000057
4350,36.38900000000009
4400,33.638000000000076
4450,37.94300000000006
4500,40.49300000000007
4550,42.30400000000006
4600,39.06800000000006
4650,32.34400000000006
4700,32.52000000000008
4750,38.65900000000002
4800,33.36600000000008
4850,41.15500000000008
4900,32.475000000000065
4950,38.03800000000005
